conflict_id,start_date,end_date,party1_iso,party2_iso,death_toll,place
309,2013-12-15,2020-02-22,SD,SRF,65,SD
404,2004-03-16,2025-11-02,PK,HGB,25,"AF,"
404,2004-03-16,2025-11-02,PK,HGB,113,"AF,"
309,2013-12-15,2020-02-22,SD,SARC,111,SD
309,2013-12-15,2020-02-22,SD,SARC,45,SD
309,2013-12-15,2020-02-22,SD,Darfur Joint Resistance Forces,256,SD
309,2013-12-15,2020-02-22,SD,Darfur Joint Resistance Forces,53,SD
309,2013-12-15,2020-02-22,SD,RSF,5303,SD
309,2013-12-15,2020-02-22,SD,RSF,4684,"LY,,"
404,2004-03-16,2025-11-02,PK,TJP,95,PK
218,1984-04-13,2021-02-25,IN,PK,25,IN
218,1984-04-13,2021-02-25,IN,PK,28,"IN,"
218,1984-04-13,2021-02-25,IN,PK,99,"IN,"
218,1984-04-13,2021-02-25,IN,PK,25,IN
218,1984-04-13,2021-02-25,IN,PK,42,"IN,"
218,1984-04-13,2021-02-25,IN,PK,35,"IN,"
218,1984-04-13,2021-02-25,IN,PK,127,"IN,"
218,1984-04-13,2021-02-25,IN,PK,147,"IN,"
218,1984-04-13,2021-02-25,IN,PK,934,"IN,"
218,1984-04-13,2021-02-25,IN,PK,225,"IN,"
218,1984-04-13,2021-02-25,IN,PK,48,"IN,"
218,1984-04-13,2021-02-25,IN,PK,212,"IN,"
218,1984-04-13,2021-02-25,IN,PK,237,"IN,"
218,1984-04-13,2021-02-25,IN,PK,31,"IN,"
218,1984-04-13,2021-02-25,IN,PK,49,"IN,"
218,1984-04-13,2021-02-25,IN,PK,63,"IN,"
218,1984-04-13,2021-02-25,IN,PK,100,"IN,"
218,1984-04-13,2021-02-25,IN,PK,151,"IN,"
218,1984-04-13,2021-02-25,IN,PK,129,"IN,"
218,1984-04-13,2021-02-25,IN,PK,164,"IN,"
218,1984-04-13,2021-02-25,IN,PK,162,"IN,"
218,1984-04-13,2021-02-25,IN,PK,162,"IN,"
253,1958-09-11,2025-11-02,MM,KNPP,404,MM
253,1958-09-11,2025-11-02,MM,KNPP,124,MM
253,1958-09-11,2025-11-02,MM,KNPP,35,"MM,"
253,1958-09-11,2025-11-02,MM,KNPP,62,MM
253,1958-09-11,2025-11-02,MM,KNPP,74,MM
253,1958-09-11,2025-11-02,MM,KNPP,150,MM
253,1958-09-11,2025-11-02,MM,KNPP,28,MM
309,2013-12-15,2020-02-22,SD,SPLM/A,4253,"SD,"
309,2013-12-15,2020-02-22,SD,SPLM/A,4335,"SD,"
309,2013-12-15,2020-02-22,SD,SPLM/A,1317,"SD,"
309,2013-12-15,2020-02-22,SD,SPLM/A,1083,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,942,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,337,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,1000,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,2152,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,3005,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,4211,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,1000,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,1930,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,3357,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,2021,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,44,SD
309,2013-12-15,2020-02-22,SD,SPLM/A,253,SD
309,2013-12-15,2020-02-22,SD,NDA,137,SD
309,2013-12-15,2020-02-22,SD,NDA,704,SD
309,2013-12-15,2020-02-22,SD,NDA,680,SD
309,2013-12-15,2020-02-22,SD,NDA,408,SD
309,2013-12-15,2020-02-22,SD,NDA,911,SD
309,2013-12-15,2020-02-22,SD,NDA,51,SD
309,2013-12-15,2020-02-22,SD,JEM,900,SD
309,2013-12-15,2020-02-22,SD,JEM,37,SD
309,2013-12-15,2020-02-22,SD,JEM,131,SD
309,2013-12-15,2020-02-22,SD,JEM,422,SD
309,2013-12-15,2020-02-22,SD,JEM,304,"TD,"
309,2013-12-15,2020-02-22,SD,JEM,717,SD
309,2013-12-15,2020-02-22,SD,JEM,63,SD
309,2013-12-15,2020-02-22,SD,SLM/A,1055,SD
309,2013-12-15,2020-02-22,SD,SLM/A,2988,"TD,"
309,2013-12-15,2020-02-22,SD,SLM/A,161,SD
309,2013-12-15,2020-02-22,SD,SLM/A,58,SD
309,2013-12-15,2020-02-22,SD,SLM/A,140,SD
309,2013-12-15,2020-02-22,SD,SLM/A,49,SD
309,2013-12-15,2020-02-22,SD,SLM/A,203,SD
309,2013-12-15,2020-02-22,SD,SLM/A,127,SD
309,2013-12-15,2020-02-22,SD,SLM/A,50,SD
309,2013-12-15,2020-02-22,SD,SLM/A,243,SD
309,2013-12-15,2020-02-22,SD,SLM/A,45,SD
309,2013-12-15,2020-02-22,SD,SLM/A,31,SD
309,2013-12-15,2020-02-22,SD,SLM/A,47,SD
309,2013-12-15,2020-02-22,SD,NRF,810,SD
309,2013-12-15,2020-02-22,SD,SLM/A - MM,134,SD
309,2013-12-15,2020-02-22,SD,SLFA,86,SD
309,2013-12-15,2020-02-22,SD,SLFA,36,SD
309,2013-12-15,2020-02-22,SD,SSDM/A,90,SD
309,2013-12-15,2020-02-22,SD,SSDM/A,492,SD
316,1979-10-15,1992-01-16,SV,FMLN,4924,SV
316,1979-10-15,1992-01-16,SV,FMLN,849,SV
316,1979-10-15,1992-01-16,SV,FMLN,88,SV
367,1989-10-03,1989-10-03,PA,Military faction (forces of Moisés Giroldi) ,77,PA
404,2004-03-16,2025-11-02,PK,TTP,2598,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,1954,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,526,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,506,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,147,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,259,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,494,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,752,"AF,"
404,2004-03-16,2025-11-02,PK,TTP,1191,"AF,"
